Iso	Gene
TRINITY_DN12773_c0_g1	Elongation of very long chain fatty acids protein 4 OS=Macaca mulatta OX=9544 GN=ELOVL4 PE=3 SV=1 E(blastx)=4e-41
TRINITY_DN10400_c0_g1	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=3 E(blastx)=7e-42
TRINITY_DN2335_c0_g1	Small G protein signaling modulator 3 OS=Danio rerio OX=7955 GN=sgsm3 PE=2 SV=1 E(blastx)=4e-34
TRINITY_DN6567_c0_g1	Protein arginine N-methyltransferase 5 OS=Macaca fascicularis OX=9541 GN=PRMT5 PE=2 SV=3 E(blastx)=2e-25
TRINITY_DN12150_c0_g1	Probable heat shock protein ssa2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ssa2 PE=1 SV=3 E(blastx)=2e-06
TRINITY_DN8061_c0_g1	Transcription initiation factor TFIID subunit 7 OS=Cricetulus griseus OX=10029 GN=TAF7 PE=1 SV=1 E(blastx)=1e-33
TRINITY_DN8113_c0_g1	Trans-Golgi network integral membrane protein 1 OS=Mus musculus OX=10090 GN=Tgoln1 PE=1 SV=1 E(blastx)=4e-07
TRINITY_DN9517_c0_g1	Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2 E(blastx)=3e-23
TRINITY_DN9970_c0_g1	"Chlorophyll a-b binding protein of LHCII type I, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 GN=cabII-1 PE=3 SV=1 E(blastx)=1e-41"
TRINITY_DN14379_c0_g1	"Aldehyde dehydrogenase, mitochondrial OS=Mesocricetus auratus OX=10036 GN=ALDH2 PE=1 SV=1 E(blastx)=9e-35"
TRINITY_DN8391_c0_g1	Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans OX=6239 GN=unc-89 PE=1 SV=3 E(blastx)=1e-18
TRINITY_DN14447_c0_g1	Poly(U)-specific endoribonuclease-A OS=Xenopus laevis OX=8355 GN=endou-a PE=1 SV=1 E(blastx)=7e-24
TRINITY_DN5363_c0_g1	Calmodulin (Fragment) OS=Strongylocentrotus purpuratus OX=7668 PE=2 SV=1 E(blastx)=7e-06
TRINITY_DN13149_c0_g1	Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4 E(blastx)=6e-33
TRINITY_DN2097_c0_g1	E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens OX=9606 GN=MIB2 PE=1 SV=3 E(blastx)=5e-15
TRINITY_DN10962_c0_g1	Chromodomain-helicase-DNA-binding protein 8 OS=Danio rerio OX=7955 GN=chd8 PE=3 SV=2 E(blastx)=3e-23
TRINITY_DN4528_c0_g1	Probable ATP-dependent RNA helicase DDX60 OS=Homo sapiens OX=9606 GN=DDX60 PE=1 SV=3 E(blastx)=1e-07
TRINITY_DN4658_c0_g1	DnaJ homolog subfamily B member 13 OS=Mus musculus OX=10090 GN=Dnajb13 PE=1 SV=1 E(blastx)=4e-19
TRINITY_DN4376_c0_g1	Collagen alpha-1(IV) chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3 E(blastx)=2e-13
TRINITY_DN12_c0_g1_i2	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAR1 PE=2 SV=1 E(blastx)=1e-18
TRINITY_DN10959_c0_g1	60S ribosomal protein L3 OS=Drosophila melanogaster OX=7227 GN=RpL3 PE=1 SV=3 E(blastx)=2e-42
TRINITY_DN7904_c0_g1	MAGUK p55 subfamily member 5 OS=Homo sapiens OX=9606 GN=MPP5 PE=1 SV=3 E(blastx)=6e-06
TRINITY_DN8064_c0_g1	Histone H1.0 OS=Xenopus tropicalis OX=8364 GN=h1-0 PE=2 SV=1 E(blastx)=4e-17
TRINITY_DN6811_c0_g1	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1 E(blastx)=7e-05
TRINITY_DN4111_c0_g1	Transketolase-like protein 2 OS=Mus musculus OX=10090 GN=Tktl2 PE=1 SV=1 E(blastx)=8e-47
TRINITY_DN1108_c0_g1	NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=2 SV=2 E(blastx)=3e-23
TRINITY_DN12061_c0_g1	Kelch-like protein 7 OS=Gallus gallus OX=9031 GN=KLHL7 PE=2 SV=1 E(blastx)=2e-07
TRINITY_DN5041_c0_g1	WD repeat-containing protein 74 OS=Homo sapiens OX=9606 GN=WDR74 PE=1 SV=1 E(blastx)=1e-16
TRINITY_DN7787_c0_g1	Eukaryotic translation initiation factor 6 OS=Danio rerio OX=7955 GN=eif6 PE=2 SV=1 E(blastx)=3e-28
TRINITY_DN4001_c0_g1	60S ribosomal protein L34 OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=2 E(blastx)=3e-27
TRINITY_DN9813_c0_g1	Thioredoxin OS=Geodia cydonium OX=6047 GN=THIO PE=3 SV=1 E(blastx)=2e-10
TRINITY_DN11208_c0_g1	Pre-B-cell leukemia transcription factor 1 OS=Xenopus tropicalis OX=8364 GN=pbx1 PE=2 SV=1 E(blastx)=3e-58
TRINITY_DN3239_c0_g1	E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens OX=9606 GN=RNF213 PE=1 SV=3 E(blastx)=1e-11
TRINITY_DN8594_c0_g1	E3 ubiquitin-protein ligase PDZRN3 OS=Rattus norvegicus OX=10116 GN=Pdzrn3 PE=1 SV=1 E(blastx)=3e-06
TRINITY_DN10099_c0_g1	cAMP-dependent protein kinase catalytic subunit 3 OS=Drosophila melanogaster OX=7227 GN=Pka-C3 PE=2 SV=2 E(blastx)=1e-31
TRINITY_DN9234_c0_g1	Zinc finger protein 62 homolog OS=Homo sapiens OX=9606 GN=ZFP62 PE=1 SV=3 E(blastx)=5e-05
TRINITY_DN8388_c0_g1	Venom prothrombin activator oscutarin-C non-catalytic subunit OS=Oxyuranus scutellatus OX=8668 PE=1 SV=1 E(blastx)=8e-12
TRINITY_DN6873_c0_g1	ORC ubiquitin ligase 1 OS=Mus musculus OX=10090 GN=Obi1 PE=1 SV=2 E(blastx)=2e-24
TRINITY_DN4964_c0_g1	Eukaryotic translation initiation factor 5B OS=Pongo abelii OX=9601 GN=EIF5B PE=2 SV=2 E(blastx)=4e-38
TRINITY_DN11993_c0_g1	Protein spire homolog 1 OS=Homo sapiens OX=9606 GN=SPIRE1 PE=1 SV=3 E(blastx)=8e-08
TRINITY_DN10280_c0_g1	AP-2 complex subunit alpha-2 OS=Bos taurus OX=9913 GN=AP2A2 PE=1 SV=1 E(blastx)=8e-33
TRINITY_DN7240_c0_g1	Myosin-2 essential light chain OS=Drosophila melanogaster OX=7227 GN=Mlc-c PE=1 SV=1 E(blastx)=8e-09
TRINITY_DN9565_c0_g1	ATP-binding cassette sub-family F member 1 OS=Sus scrofa OX=9823 GN=ABCF1 PE=3 SV=1 E(blastx)=1e-45
TRINITY_DN13516_c0_g1	Probable reverse transcriptase OS=Tetradesmus obliquus OX=3088 PE=4 SV=1 E(blastx)=1e-20
TRINITY_DN3870_c0_g1	NFX1-type zinc finger-containing protein 1 OS=Mus musculus OX=10090 GN=Znfx1 PE=1 SV=3 E(blastx)=3e-26
TRINITY_DN3806_c0_g1	Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2 E(blastx)=1e-31
TRINITY_DN11160_c0_g1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Xenopus laevis OX=8355 GN=samhd1 PE=1 SV=2 E(blastx)=1e-09
TRINITY_DN11742_c0_g1	Mitogen-activated protein kinase 1 OS=Xenopus laevis OX=8355 GN=mapk1 PE=1 SV=3 E(blastx)=1e-57
TRINITY_DN5922_c0_g1	Hepatocyte nuclear factor 4-alpha OS=Homo sapiens OX=9606 GN=HNF4A PE=1 SV=3 E(blastx)=6e-15
TRINITY_DN10040_c0_g1	Liprin-alpha-4 (Fragment) OS=Rattus norvegicus OX=10116 GN=Ppfia4 PE=1 SV=1 E(blastx)=8e-07
TRINITY_DN10804_c0_g1	Neurofibromin-A OS=Dictyostelium discoideum OX=44689 GN=nfaA PE=4 SV=1 E(blastx)=3e-10
TRINITY_DN5563_c0_g1	"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Macaca fascicularis OX=9541 GN=ETFA PE=2 SV=1 E(blastx)=8e-38"
TRINITY_DN1059_c0_g1	Cathepsin L OS=Drosophila melanogaster OX=7227 GN=Cp1 PE=2 SV=2 E(blastx)=2e-57
TRINITY_DN14337_c0_g1	Collagen alpha-1(IV) chain OS=Bos taurus OX=9913 GN=COL4A1 PE=1 SV=2 E(blastx)=1e-27
TRINITY_DN6973_c0_g1	Myeloid differentiation primary response protein MyD88 OS=Takifugu rubripes OX=31033 GN=myd88 PE=2 SV=1 E(blastx)=3e-05
TRINITY_DN5312_c0_g1	U4/U6.U5 tri-snRNP-associated protein 2 OS=Pongo abelii OX=9601 GN=USP39 PE=2 SV=1 E(blastx)=2e-14
TRINITY_DN3966_c0_g1	Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster OX=7227 GN=eff PE=2 SV=1 E(blastx)=2e-38
TRINITY_DN11370_c0_g1	SH3 domain-containing protein Dlish OS=Drosophila melanogaster OX=7227 GN=Dlish PE=1 SV=1 E(blastx)=2e-10
TRINITY_DN2904_c0_g1	Sorting nexin-25 OS=Homo sapiens OX=9606 GN=SNX25 PE=1 SV=2 E(blastx)=8e-21
TRINITY_DN7944_c0_g1	"Solute carrier family 52, riboflavin transporter, member 3-A OS=Danio rerio OX=7955 GN=slc52a3a PE=2 SV=1 E(blastx)=1e-06"
TRINITY_DN9010_c0_g1	Programmed cell death protein 4 OS=Mus musculus OX=10090 GN=Pdcd4 PE=1 SV=1 E(blastx)=2e-10
TRINITY_DN9730_c0_g1	"Proline-, glutamic acid- and leucine-rich protein 1 OS=Xenopus laevis OX=8355 GN=pelp1 PE=1 SV=1 E(blastx)=3e-07"
TRINITY_DN5328_c0_g1	Bromodomain adjacent to zinc finger domain protein 2B OS=Homo sapiens OX=9606 GN=BAZ2B PE=1 SV=3 E(blastx)=5e-21
TRINITY_DN7277_c0_g1	Ubiquitin-60S ribosomal protein L40 OS=Drosophila melanogaster OX=7227 GN=RpL40 PE=1 SV=2 E(blastx)=3e-54
TRINITY_DN14572_c0_g1	Tolloid-like protein 1 OS=Gallus gallus OX=9031 GN=TLL1 PE=2 SV=1 E(blastx)=1e-07
TRINITY_DN10514_c0_g2	tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2 E(blastx)=1e-11
TRINITY_DN9200_c0_g1	Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=2 E(blastx)=2e-23
TRINITY_DN3314_c0_g1	"Threonine--tRNA ligase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Tars1 PE=1 SV=2 E(blastx)=5e-29"
TRINITY_DN201_c0_g1	Cathepsin L OS=Sarcophaga peregrina OX=7386 PE=1 SV=1 E(blastx)=7e-22
TRINITY_DN12934_c0_g1	Apoptosis-inducing factor 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=aif1 PE=3 SV=3 E(blastx)=3e-14
TRINITY_DN5331_c0_g1	Nuclear receptor corepressor 2 OS=Mus musculus OX=10090 GN=Ncor2 PE=1 SV=3 E(blastx)=1e-05
TRINITY_DN4781_c0_g1	FACT complex subunit SSRP1 OS=Ciona intestinalis OX=7719 GN=SSRP1 PE=2 SV=1 E(blastx)=5e-06
TRINITY_DN4273_c0_g1	U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1 E(blastx)=4e-09
TRINITY_DN13098_c0_g1	Chromodomain-helicase-DNA-binding protein 5 OS=Mus musculus OX=10090 GN=Chd5 PE=1 SV=1 E(blastx)=8e-25
TRINITY_DN8624_c0_g1	Alpha-actinin-1 OS=Rattus norvegicus OX=10116 GN=Actn1 PE=1 SV=1 E(blastx)=2e-37
TRINITY_DN12772_c1_g1	40S ribosomal protein S27 OS=Homarus americanus OX=6706 GN=RPS27 PE=3 SV=2 E(blastx)=3e-30
TRINITY_DN11703_c0_g1	40S ribosomal protein S11 OS=Rattus norvegicus OX=10116 GN=Rps11 PE=1 SV=3 E(blastx)=3e-35
TRINITY_DN12008_c0_g1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Rattus norvegicus OX=10116 GN=Ogt PE=1 SV=1 E(blastx)=3e-49
TRINITY_DN5557_c0_g1	Corepressor interacting with RBPJ 1 OS=Homo sapiens OX=9606 GN=CIR1 PE=1 SV=1 E(blastx)=7e-17
TRINITY_DN4709_c0_g1	M-phase phosphoprotein 8 OS=Rattus norvegicus OX=10116 GN=Mphosph8 PE=2 SV=1 E(blastx)=4e-19
TRINITY_DN13401_c0_g1	DNA mismatch repair protein Msh2 OS=Bos taurus OX=9913 GN=MSH2 PE=2 SV=1 E(blastx)=3e-33
TRINITY_DN12930_c0_g1	Collagen alpha-2(I) chain OS=Canis lupus familiaris OX=9615 GN=COL1A2 PE=2 SV=2 E(blastx)=1e-08
TRINITY_DN13473_c0_g1	NADH-ubiquinone oxidoreductase chain 5 OS=Metridium senile OX=6116 GN=ND5 PE=3 SV=1 E(blastx)=2e-50
TRINITY_DN10860_c0_g1	ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=4 E(blastx)=1e-10
TRINITY_DN13037_c0_g1	Growth arrest-specific protein 2 OS=Homo sapiens OX=9606 GN=GAS2 PE=1 SV=1 E(blastx)=2e-30
TRINITY_DN12441_c0_g1	14-3-3-like protein GF14 iota OS=Arabidopsis thaliana OX=3702 GN=GRF12 PE=2 SV=1 E(blastx)=4e-14
TRINITY_DN10579_c0_g1	Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1 E(blastx)=2e-21
TRINITY_DN7506_c0_g1	26S proteasome non-ATPase regulatory subunit 13 OS=Bos taurus OX=9913 GN=PSMD13 PE=2 SV=1 E(blastx)=3e-36
TRINITY_DN8571_c0_g1	Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1 E(blastx)=3e-19
TRINITY_DN2929_c0_g1	Netrin receptor UNC5B OS=Homo sapiens OX=9606 GN=UNC5B PE=1 SV=2 E(blastx)=4e-06
TRINITY_DN8627_c0_g1	Lysosomal aspartic protease OS=Aedes aegypti OX=7159 GN=AAEL006169 PE=1 SV=2 E(blastx)=9e-15
TRINITY_DN9039_c0_g1	GAS2-like protein pickled eggs OS=Drosophila melanogaster OX=7227 GN=pigs PE=2 SV=2 E(blastx)=9e-11
TRINITY_DN13592_c0_g1	ATP-sensitive inward rectifier potassium channel 8 OS=Mus musculus OX=10090 GN=Kcnj8 PE=1 SV=1 E(blastx)=8e-15
TRINITY_DN9412_c0_g1	RuvB-like 1 OS=Xenopus laevis OX=8355 GN=ruvbl1 PE=2 SV=1 E(blastx)=1e-46
TRINITY_DN14311_c0_g1	"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrc2 PE=1 SV=1 E(blastx)=3e-06"
TRINITY_DN11172_c0_g1	Pro-epidermal growth factor OS=Canis lupus familiaris OX=9615 GN=EGF PE=2 SV=1 E(blastx)=2e-06
TRINITY_DN9957_c0_g1	Suppressor of SWI4 1 homolog OS=Pongo abelii OX=9601 GN=PPAN PE=2 SV=1 E(blastx)=6e-23
TRINITY_DN13626_c0_g1	Structure-specific endonuclease subunit SLX4 OS=Mus musculus OX=10090 GN=Slx4 PE=1 SV=1 E(blastx)=4e-05
TRINITY_DN6576_c0_g1	Serine/threonine-protein kinase WNK2 OS=Mus musculus OX=10090 GN=Wnk2 PE=1 SV=2 E(blastx)=5e-44
TRINITY_DN12837_c0_g1	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Xenopus tropicalis OX=8364 GN=litaf PE=2 SV=1 E(blastx)=1e-07
TRINITY_DN7323_c0_g1	Elongator complex protein 3 OS=Gallus gallus OX=9031 GN=ELP3 PE=2 SV=1 E(blastx)=1e-19
TRINITY_DN9066_c0_g1	Transmembrane protein 129 OS=Gallus gallus OX=9031 GN=TMEM129 PE=2 SV=1 E(blastx)=7e-08
TRINITY_DN13966_c0_g1	Phosducin-like protein 3 OS=Danio rerio OX=7955 GN=pdcl3 PE=2 SV=1 E(blastx)=1e-39
TRINITY_DN13769_c0_g1	Elongin-B OS=Rattus norvegicus OX=10116 GN=Elob PE=1 SV=1 E(blastx)=5e-08
TRINITY_DN380_c0_g1	40S ribosomal protein S2 OS=Ictalurus punctatus OX=7998 GN=rps2 PE=2 SV=1 E(blastx)=4e-63
TRINITY_DN850_c0_g1	eIF-2-alpha kinase GCN2 OS=Homo sapiens OX=9606 GN=EIF2AK4 PE=1 SV=3 E(blastx)=7e-14
TRINITY_DN11634_c0_g1	Probable cationic amino acid transporter OS=Danio rerio OX=7955 GN=slc7a14a PE=3 SV=1 E(blastx)=4e-07
TRINITY_DN8949_c0_g1	"Agmatinase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Agmat PE=2 SV=1 E(blastx)=6e-07"
TRINITY_DN1622_c0_g1	Putative tyramine receptor 2 OS=Locusta migratoria OX=7004 GN=GCR2 PE=2 SV=1 E(blastx)=6e-09
TRINITY_DN4482_c0_g1	Transcription initiation factor TFIID subunit 10 OS=Mus musculus OX=10090 GN=Taf10 PE=1 SV=1 E(blastx)=4e-18
TRINITY_DN3671_c0_g1	Neurogenic locus notch homolog protein 1 OS=Xenopus laevis OX=8355 GN=notch1 PE=1 SV=3 E(blastx)=8e-10
TRINITY_DN7154_c0_g1	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Danio rerio OX=7955 GN=sart3 PE=2 SV=1 E(blastx)=9e-14
TRINITY_DN10974_c0_g1	Syntaxin-5 OS=Bos taurus OX=9913 GN=STX5 PE=2 SV=1 E(blastx)=4e-19
TRINITY_DN13847_c0_g1	Blastula protease 10 OS=Paracentrotus lividus OX=7656 GN=BP10 PE=2 SV=1 E(blastx)=3e-10
TRINITY_DN4614_c0_g1	SPATS2-like protein OS=Mus musculus OX=10090 GN=Spats2l PE=2 SV=2 E(blastx)=6e-08
TRINITY_DN10089_c0_g1	Major vault protein OS=Strongylocentrotus purpuratus OX=7668 GN=MVP PE=1 SV=1 E(blastx)=2e-31
TRINITY_DN10603_c0_g1	Kynurenine--oxoglutarate transaminase 1 OS=Homo sapiens OX=9606 GN=KYAT1 PE=1 SV=1 E(blastx)=8e-07
TRINITY_DN8421_c0_g1	"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2 E(blastx)=1e-37"
TRINITY_DN4162_c0_g1	Dual specificity protein phosphatase CDC14B OS=Homo sapiens OX=9606 GN=CDC14B PE=1 SV=1 E(blastx)=7e-30
TRINITY_DN9226_c0_g1	Transmembrane protein 131 OS=Homo sapiens OX=9606 GN=TMEM131 PE=1 SV=3 E(blastx)=3e-07
TRINITY_DN1301_c0_g1_i2	Membrane-bound transcription factor site-1 protease OS=Rattus norvegicus OX=10116 GN=Mbtps1 PE=1 SV=2 E(blastx)=3e-23
TRINITY_DN2926_c0_g1	Solute carrier family 13 member 5 OS=Homo sapiens OX=9606 GN=SLC13A5 PE=1 SV=1 E(blastx)=2e-31
TRINITY_DN10864_c0_g1	Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1 E(blastx)=2e-21
TRINITY_DN13536_c0_g1	Poly(ADP-ribose) glycohydrolase OS=Bos taurus OX=9913 GN=PARG PE=1 SV=1 E(blastx)=3e-25
TRINITY_DN10666_c0_g1	Kinesin-like protein KIF2A OS=Gallus gallus OX=9031 GN=KIF2A PE=2 SV=2 E(blastx)=5e-21
TRINITY_DN7163_c0_g1	Reactive oxygen species modulator 1 OS=Xenopus laevis OX=8355 GN=romo1 PE=3 SV=1 E(blastx)=4e-09
TRINITY_DN5720_c0_g1	Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2 E(blastx)=6e-13
TRINITY_DN8378_c0_g1	Amyloid-beta A4 protein OS=Rattus norvegicus OX=10116 GN=App PE=1 SV=2 E(blastx)=3e-05
TRINITY_DN8101_c0_g1	Cilia- and flagella-associated protein 65 OS=Gallus gallus OX=9031 GN=CFAP65 PE=2 SV=2 E(blastx)=2e-08
TRINITY_DN9335_c0_g1	Putative nuclease HARBI1 OS=Danio rerio OX=7955 GN=harbi1 PE=2 SV=1 E(blastx)=2e-13
TRINITY_DN10094_c0_g1	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Svep1 PE=1 SV=1 E(blastx)=2e-11"
TRINITY_DN2911_c0_g1	F-box/WD repeat-containing protein 5 OS=Rattus norvegicus OX=10116 GN=Fbxw5 PE=2 SV=1 E(blastx)=6e-18
TRINITY_DN10003_c0_g1	"ATP synthase subunit alpha, mitochondrial OS=Bos taurus OX=9913 GN=ATP5F1A PE=1 SV=1 E(blastx)=2e-49"
TRINITY_DN7114_c0_g1	Vacuolar protein sorting-associated protein 29 OS=Danio rerio OX=7955 GN=vps29 PE=2 SV=1 E(blastx)=1e-31
TRINITY_DN6494_c0_g1	Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3 E(blastx)=4e-06
TRINITY_DN8613_c0_g1	ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1 E(blastx)=2e-26
TRINITY_DN5837_c0_g1	Potassium voltage-gated channel subfamily H member 6 OS=Homo sapiens OX=9606 GN=KCNH6 PE=1 SV=1 E(blastx)=6e-16
TRINITY_DN12349_c0_g1	Spectrin alpha chain OS=Drosophila melanogaster OX=7227 GN=alpha-Spec PE=1 SV=2 E(blastx)=3e-22
TRINITY_DN5951_c0_g1	Glycine N-methyltransferase OS=Rattus norvegicus OX=10116 GN=Gnmt PE=1 SV=2 E(blastx)=1e-11
TRINITY_DN12031_c0_g1	"Glycine dehydrogenase (decarboxylating), mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV2 PE=1 SV=1 E(blastx)=6e-39"
TRINITY_DN6571_c0_g1	Coatomer subunit delta OS=Pongo abelii OX=9601 GN=ARCN1 PE=2 SV=1 E(blastx)=2e-58
TRINITY_DN3742_c0_g1	Tyrosine-protein kinase receptor torso OS=Bombyx mori OX=7091 GN=tor PE=1 SV=1 E(blastx)=3e-29
TRINITY_DN9551_c0_g1	AT-rich interactive domain-containing protein 4A OS=Homo sapiens OX=9606 GN=ARID4A PE=1 SV=3 E(blastx)=2e-14
TRINITY_DN1473_c0_g1	40S ribosomal protein S7 OS=Rattus norvegicus OX=10116 GN=Rps7 PE=1 SV=1 E(blastx)=2e-24
TRINITY_DN6135_c0_g1	Cyclin-L1 OS=Pongo abelii OX=9601 GN=CCNL1 PE=3 SV=1 E(blastx)=2e-32
TRINITY_DN8191_c0_g1	"Fructose-1,6-bisphosphatase isozyme 2 OS=Mus musculus OX=10090 GN=Fbp2 PE=1 SV=2 E(blastx)=7e-30"
TRINITY_DN4793_c0_g1	Coiled-coil domain-containing protein 25 OS=Xenopus tropicalis OX=8364 GN=ccdc25 PE=2 SV=1 E(blastx)=3e-56
TRINITY_DN2631_c0_g1	40S ribosomal protein S6 OS=Rattus norvegicus OX=10116 GN=Rps6 PE=1 SV=1 E(blastx)=1e-77
TRINITY_DN12565_c0_g1	Protein HEXIM OS=Danio rerio OX=7955 GN=hexim PE=2 SV=1 E(blastx)=5e-07
TRINITY_DN9641_c0_g1	"Myosin heavy chain, striated muscle OS=Argopecten irradians OX=31199 PE=1 SV=1 E(blastx)=5e-29"
TRINITY_DN12880_c0_g1	E3 ubiquitin-protein ligase mind-bomb OS=Drosophila melanogaster OX=7227 GN=mib1 PE=1 SV=3 E(blastx)=7e-07
TRINITY_DN7659_c0_g1	14-3-3-like protein A OS=Hordeum vulgare OX=4513 PE=2 SV=1 E(blastx)=3e-20
TRINITY_DN11245_c0_g1	Transitional endoplasmic reticulum ATPase OS=Rattus norvegicus OX=10116 GN=Vcp PE=1 SV=3 E(blastx)=2e-22
TRINITY_DN13390_c0_g1	Kinesin-II 95 kDa subunit OS=Strongylocentrotus purpuratus OX=7668 GN=KRP95 PE=1 SV=1 E(blastx)=5e-59
TRINITY_DN11455_c0_g1	GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=3 E(blastx)=3e-12
TRINITY_DN2434_c0_g1	"Elongation factor Ts, mitochondrial OS=Nematostella vectensis OX=45351 GN=v1g215604 PE=3 SV=1 E(blastx)=6e-24"
TRINITY_DN2770_c0_g1	Sodium-dependent dopamine transporter OS=Homo sapiens OX=9606 GN=SLC6A3 PE=1 SV=1 E(blastx)=4e-06
TRINITY_DN6021_c0_g1	FH1/FH2 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FHOD3 PE=1 SV=2 E(blastx)=6e-16
TRINITY_DN578_c0_g1	Carboxypeptidase A2 OS=Homo sapiens OX=9606 GN=CPA2 PE=1 SV=3 E(blastx)=2e-19
TRINITY_DN7687_c0_g1	Ubiquitin-conjugating enzyme E2 1 OS=Caenorhabditis elegans OX=6239 GN=ubc-1 PE=1 SV=1 E(blastx)=1e-63
TRINITY_DN2917_c0_g1	Tripartite motif-containing protein 45 OS=Mus musculus OX=10090 GN=Trim45 PE=2 SV=2 E(blastx)=8e-05
TRINITY_DN4872_c0_g1	Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2 E(blastx)=1e-08
TRINITY_DN13364_c0_g1	Trafficking protein particle complex subunit 4 OS=Pongo abelii OX=9601 GN=TRAPPC4 PE=2 SV=1 E(blastx)=2e-26
TRINITY_DN665_c0_g1	Rho-associated protein kinase 2 OS=Sus scrofa OX=9823 GN=ROCK2 PE=1 SV=1 E(blastx)=6e-23
TRINITY_DN12532_c0_g1	Neuroligin-2 OS=Mus musculus OX=10090 GN=Nlgn2 PE=1 SV=2 E(blastx)=6e-06
TRINITY_DN6605_c0_g1	Protein PTHB1 OS=Mus musculus OX=10090 GN=Bbs9 PE=1 SV=2 E(blastx)=2e-25
TRINITY_DN13926_c0_g1	Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4 E(blastx)=6e-10
TRINITY_DN4711_c0_g1	Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1 E(blastx)=5e-14
TRINITY_DN8363_c0_g1	Dynactin subunit 1 OS=Xenopus laevis OX=8355 GN=dctn1 PE=2 SV=1 E(blastx)=1e-06
TRINITY_DN3325_c0_g1	Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2 E(blastx)=9e-18
TRINITY_DN4784_c0_g1	Protein kinase C iota type OS=Danio rerio OX=7955 GN=prkci PE=2 SV=2 E(blastx)=3e-14
TRINITY_DN14523_c0_g1	NADH-ubiquinone oxidoreductase chain 2 OS=Metridium senile OX=6116 GN=ND2 PE=3 SV=1 E(blastx)=7e-18
TRINITY_DN1265_c0_g1	Secreted RxLR effector protein 78 OS=Plasmopara viticola OX=143451 GN=RXLR78 PE=3 SV=1 E(blastx)=2e-10
